"Title","Year","Age","IMDb","Rotten.Tomatoes","Netflix","Hulu","Prime.Video","Disney."
"GMA Day",2018,NA,NA,NA,0,1,0,0
"Build Small, Live Anywhere",2015,NA,NA,NA,0,1,0,0
"Things I Do",2015,NA,NA,NA,0,1,0,0
"Mujeres Rompiendo el Silencio",2018,NA,NA,NA,0,1,0,0
"Wooly",2010,NA,NA,NA,0,1,0,0
"Jeremiah Bullfrog Forks It",2017,NA,NA,NA,0,1,0,0
"Wedding Season",2017,NA,NA,NA,0,1,1,0
"Revolt",2017,NA,NA,NA,0,1,0,0
"Obsessed (WIRED)",2017,NA,NA,NA,0,1,0,0
"Tasty's Made By Hand",2018,NA,NA,NA,0,1,1,0
"Tasting Our Roots",2017,NA,NA,NA,0,1,1,0
"UFC Main Event",2007,NA,NA,NA,0,1,0,0
"Heart of a Champion",2016,NA,NA,NA,0,1,0,0
"Working 24 Hours At...",2015,NA,NA,NA,0,1,1,0
"MOJO's The Circuit",2008,NA,NA,NA,0,1,0,0
"Almost Impossible",2017,NA,NA,NA,0,1,0,0
"Mom In Progress",2018,NA,NA,NA,0,1,1,0
"Style Evolution",2018,NA,NA,NA,0,1,0,0
"Popcorn With Peter Travers",2010,NA,NA,NA,0,1,0,0
"The Oscars",1995,NA,NA,NA,0,1,0,0
"Trials of the Wild",2018,NA,NA,NA,0,1,0,0
"Health + Happiness with Mayo Clinic",2018,NA,NA,NA,0,1,0,0
"Heritage",2015,NA,NA,NA,0,1,0,0
"I Draw, You Cook",2018,NA,NA,NA,0,1,1,0
"Strait Talk with Matt & LZ",2016,NA,NA,NA,0,1,0,0
"Rudy Maxa's Travel",2001,NA,NA,NA,0,1,1,0
"Especiales de Historia de México",2012,NA,NA,NA,0,1,0,0
"For & Against",2012,NA,NA,NA,0,1,0,0
"The Big Vote",2018,NA,NA,NA,0,1,0,0
"Lost in the Supermarket",2016,NA,NA,NA,0,1,0,0
"Gen H",2012,NA,NA,NA,0,1,0,0
"Legendary Catch",2019,NA,NA,NA,0,1,0,0
"Secrets of Your Mind",2010,NA,NA,NA,0,1,0,0
"The Bravest Knight Who Ever Lived",2014,NA,NA,NA,0,1,0,0
"Puertas al Mas Alla",2012,NA,NA,NA,0,1,0,0
"Technique Critique",2016,NA,NA,NA,0,1,0,0
"ESL Bootcamp: Immortals",2017,NA,NA,NA,0,1,0,0
"Red Nose Day",2015,NA,NA,NA,0,1,0,0
"ESL: Replay",2017,NA,NA,NA,0,1,0,0
"The Paley Center",2000,NA,NA,NA,0,1,0,0
"ESL: Defining Moments",2017,NA,NA,NA,0,1,0,0
"pocket.watch HobbyKidsTV mishmash",2018,NA,NA,NA,0,1,0,0
"UFC Presents",2013,NA,NA,NA,0,1,0,0
"Real Estate with Rosanna",2017,NA,NA,NA,0,1,0,0
"Summertime",2016,NA,NA,NA,0,1,0,0
"Ventaneando",2012,NA,NA,NA,0,1,0,0
"WIRED's Autocomplete Interviews",2016,NA,NA,NA,0,1,1,0
"Bioterrorism: The Truth",2016,NA,NA,NA,0,1,0,0
"Out of Office with Brent Rose",2015,NA,NA,NA,0,1,1,0
"Stop, Breathe & Think Kids: Mindful Games",2017,NA,NA,NA,0,1,0,0
"On Stage",2017,NA,NA,NA,0,1,0,0
"The Champion Within",2017,NA,NA,NA,0,1,0,0
"Food Fetish",2011,NA,NA,NA,0,1,0,0
"A Woman's Job",2017,NA,NA,NA,0,1,0,0
"OUT: Face to Face",2010,NA,NA,NA,0,1,0,0
"Just Josh",2011,NA,NA,NA,0,1,0,0
"On This Day in Black History Month",2019,NA,NA,NA,0,1,0,0
"Bogus Beauty",2017,NA,NA,NA,0,1,1,0
"Crime Shock: Asia Exposed",2013,NA,NA,NA,0,1,0,0
"pocket.watch CaptainSparklez mishmash",2018,NA,NA,NA,0,1,0,0
"Dick Clark's Primetime New Year's Rockin' Eve",2013,NA,NA,NA,0,1,0,0
"Newsy",2016,NA,NA,NA,0,1,0,0
"Modd Couples",2016,NA,NA,NA,0,1,0,0
"Fantasy Forecast",2016,NA,NA,NA,0,1,0,0
"Secret Talent Theatre",2016,NA,NA,NA,0,1,0,0
"pocket.watch Challenge Squad",2018,NA,NA,NA,0,1,1,0
"The Wire",2002,"18+",9.3,0.94,0,0,1,0
"Band of Brothers",2001,"18+",9.4,0.94,0,0,1,0
"The Sopranos",1999,"18+",9.2,0.92,0,0,1,0
"House",2004,"16+",8.7,0.9,0,0,1,0
"Mr. Robot",2015,"18+",8.5,0.94,0,0,1,0
"Suits",2011,"16+",8.5,0.9,0,0,1,0
"The Boys",2019,"18+",8.7,0.84,0,0,1,0
"The Expanse",2015,"16+",8.5,0.93,0,0,1,0
"Fleabag",2016,"18+",8.7,1,0,0,1,0
"Rome",2005,"18+",8.7,0.86,0,0,1,0
"Bosch",2014,"18+",8.4,0.97,0,0,1,0
"The Marvelous Mrs. Maisel",2017,"18+",8.7,0.89,0,0,1,0
"Hannibal",2013,"18+",8.5,0.92,0,0,1,0
"Curb Your Enthusiasm",2000,"18+",8.7,0.92,0,0,1,0
"Boardwalk Empire",2010,"18+",8.5,0.92,0,0,1,0
"The Americans",2013,"18+",8.4,0.96,0,0,1,0
"Luther",2010,"16+",8.5,0.88,0,0,1,0
"Orphan Black",2013,"18+",8.3,0.93,0,0,1,0
"Six Feet Under",2001,"18+",8.7,0.81,0,0,1,0
"Upload",2020,NA,8.2,0.81,0,0,1,0
"Chuck",2007,"7+",8.2,0.89,0,0,1,0
"Psych",2006,"7+",8.3,0.89,0,0,1,0
"Deadwood",2004,"18+",8.6,0.92,0,0,1,0
"The Man in the High Castle",2015,"18+",8,0.84,0,0,1,0
"Veep",2012,"18+",8.3,0.93,0,0,1,0
"Banshee",2013,"18+",8.4,0.89,0,0,1,0
"Oz",1997,"18+",8.7,0.89,0,0,1,0
"Tom Clancy's Jack Ryan",2018,"18+",8.1,0.71,0,0,1,0
"True Blood",2008,"18+",7.8,0.7,0,0,1,0
"Good Omens",2019,"7+",8.1,0.84,0,0,1,0
"Teen Wolf",2011,"16+",7.6,0.81,0,0,1,0
"The Pacific",2010,"18+",8.3,0.91,0,0,1,0
"Grimm",2011,"16+",7.8,0.89,0,0,1,0
"The Fall",2013,"18+",8.2,0.84,0,0,1,0
"The Night Manager",2016,"16+",8.1,0.91,0,0,1,0
"The Grand Tour",2016,"16+",8.7,0.66,0,0,1,0
"The Newsroom",2012,"16+",8.6,0.59,0,0,1,0
"Counterpart",2017,"18+",8.1,1,0,0,1,0
"Californication",2007,"18+",8.3,0.57,0,0,1,0
"Homecoming",2018,"16+",7.5,0.98,0,0,1,0
"Flight of the Conchords",2007,"16+",8.5,0.94,0,0,1,0
"Entourage",2004,"16+",8.4,0.66,0,0,1,0
"Sneaky Pete",2015,"18+",8.2,0.96,0,0,1,0
"Downton Abbey",2010,"16+",8.7,NA,0,0,1,0
"Undone",2019,"18+",8.2,1,0,0,1,0
"Generation Kill",2008,"18+",8.5,0.86,0,0,1,0
"Humans",2015,"16+",8,0.94,0,0,1,0
"Farscape",1999,"16+",8.2,0.9,0,0,1,0
"Monk",2002,"7+",7.9,0.9,0,0,1,0
"The Thick of It",2005,"18+",8.7,0.85,0,0,1,0
"The Missing",2014,"16+",8.2,0.93,0,0,1,0
"Carnival Row",2019,"18+",7.9,0.57,0,0,1,0
"Eastbound & Down",2009,"18+",8.2,0.91,0,0,1,0
"Father Ted",1995,"16+",8.6,0.93,0,0,1,0
"The Mentalist",2008,"16+",8.1,NA,0,0,1,0
"Poldark",2015,"16+",8.3,0.87,0,0,1,0
"Goliath",2016,"16+",8.2,0.82,0,0,1,0
"Girls",2012,"18+",7.3,0.89,0,0,1,0
"Catastrophe",2015,"18+",8.2,0.98,0,0,1,0
"John Adams",2008,"16+",8.5,0.81,0,0,1,0
"River",2015,"7+",8,1,0,0,1,0
"Sex and the City",1998,"18+",7.1,0.71,0,0,1,0
"The Lost Room",2006,"7+",8.2,0.77,0,0,1,0
"Escape at Dannemora",2018,"18+",8,0.89,0,0,1,0
"Tales from the Loop",2020,"16+",7.5,0.68,0,0,1,0
"Modern Love",2019,"18+",8,0.75,0,0,1,0
"Boss",2011,"18+",8.1,0.81,0,0,1,0
"Mozart in the Jungle",2014,"18+",8.2,0.94,0,0,1,0
"SpongeBob SquarePants",1999,"7+",8.1,NA,0,0,1,0
"Hanna",2019,"16+",7.5,0.67,0,0,1,0
"The Durrells",2016,"7+",8.1,0.98,0,0,1,0
"Gavin & Stacey",2007,"16+",8.1,0.97,0,0,1,0
"Angels in America",2003,"18+",8.2,0.9,0,0,1,0
"Defiance",2013,"18+",7,0.77,0,0,1,0
"The Addams Family",1964,"all",7.9,1,0,0,1,0
"Patrick Melrose",2018,"18+",8.1,0.9,0,0,1,0
"Treme",2010,"18+",8.2,0.96,0,0,1,0
"Hunters",2020,"18+",7.2,0.64,0,0,1,0
"Red Oaks",2014,"18+",7.9,0.93,0,0,1,0
"The Family Man",2019,"16+",8.6,NA,0,0,1,0
"ZeroZeroZero",2020,"18+",8.2,0.8,0,0,1,0
"The Tick",2016,"18+",7.4,0.95,0,0,1,0
"Patriot",2015,"18+",8.3,0.9,0,0,1,0
"The Planets",2019,"all",9.1,1,0,0,1,0
"Strike Back",2010,"18+",8.2,NA,0,0,1,0
"In Treatment",2008,"18+",8.3,0.88,0,0,1,0
"Bored to Death",2009,"18+",7.9,0.79,0,0,1,0
"Animal Kingdom",2016,"18+",8.2,NA,0,0,1,0
"Eureka",2006,"7+",7.9,NA,0,0,1,0
"Mr. Show with Bob and David",1995,"18+",8.3,1,0,0,1,0
"Mildred Pierce",2011,"18+",7.7,0.8,0,0,1,0
"MacGyver",1985,"7+",7.7,NA,0,0,1,0
"House of Lies",2012,"18+",7.4,0.77,0,0,1,0
"Transparent",2014,"18+",7.8,0.9,0,0,1,0
"Endeavour",2012,"16+",8.6,0.86,0,0,1,0
"Eerie, Indiana",1991,"7+",8.2,1,0,0,1,0
"Fortitude",2015,"18+",7.4,0.84,0,0,1,0
"BrainDead",2016,"16+",8.1,0.65,0,0,1,0
"A Very English Scandal",2018,"16+",7.7,0.95,0,0,1,0
"Victoria",2016,"16+",8.2,0.87,0,0,1,0
"Philip K. Dick's Electric Dreams",2017,"18+",7.3,0.72,0,0,1,0
"Big Love",2006,"18+",7.5,0.8,0,0,1,0
"Carnivàle",2003,"18+",8.4,NA,0,0,1,0
"Harper's Island",2009,"16+",7.5,0.64,0,0,1,0
"ALF",1986,"all",7.4,NA,0,0,1,0
"Ordeal by Innocence",2018,NA,7.3,0.91,0,0,1,0
"Salvation",2017,"16+",7,0.44,0,0,1,0
"The Tunnel",2013,"18+",7.8,0.91,0,0,1,0
"Magnum, P.I.",1980,"7+",7.5,NA,0,0,1,0
"Undercover",2011,"7+",8.9,NA,0,0,1,0
"Extant",2014,"16+",6.6,0.77,0,0,1,0
"Thirteen",2016,NA,7.3,0.94,0,0,1,0
"Flesh and Bone",2015,"16+",8,0.62,0,0,1,0
"Hung",2009,"18+",7.1,0.71,0,0,1,0
"Home Fires",2015,"7+",8.2,1,0,0,1,0
"Inside Edge",2017,"18+",8,NA,0,0,1,0
"Enlightened",2011,"18+",7.5,0.87,0,0,1,0
"Briarpatch",2020,"18+",6.4,0.77,0,0,1,0
"Wolf Hall",2015,"16+",8.1,0.98,0,0,1,0
"The Comeback",2005,"18+",8,0.72,0,0,1,0
"The Test: A New Era For Australia's Team",2020,NA,9,NA,0,0,1,0
"Vinland Saga",2019,NA,8.9,NA,0,0,1,0
"Absentia",2017,"18+",7.3,0.5,0,0,1,0
"Mirzapur",2018,NA,8.5,NA,0,0,1,0
"Trapped",2015,"18+",8.1,NA,0,0,1,0
"Tin Star",2017,"18+",7.3,0.57,0,0,1,0
"Too Old to Die Young",2019,"18+",7.4,0.69,0,0,1,0
"Kill Me, Heal Me",2015,"16+",8.3,NA,0,0,1,0
"The Carol Burnett Show",1967,"all",8.8,NA,0,0,1,0
"Beavis and Butt-head",1993,"16+",7.5,NA,0,0,1,0
"How to Make It in America",2010,"18+",7.9,0.66,0,0,1,0
"Unforgotten",2015,"18+",8.2,NA,0,0,1,0
"Howards End",2017,"7+",7.3,0.9,0,0,1,0
"Conversations with a Killer: The Ted Bundy Tapes",2019,"18+",7.8,0.54,0,0,1,0
"Grantchester",2014,"16+",7.9,0.95,0,0,1,0
"Baseball",1994,"16+",9.2,NA,0,0,1,0
"Britannia",2018,"16+",6.7,0.74,0,0,1,0
"Toradora!",2008,"16+",8.1,NA,0,0,1,0
"A Different World",1987,NA,6.9,0.95,0,0,1,0
"Made In Abyss",2017,"18+",8.4,NA,0,0,1,0
"Life's Too Short",2011,"16+",7.5,0.53,0,0,1,0
"Forever",2018,"18+",7.2,0.94,0,0,1,0
"Hustle",2004,"16+",8.1,NA,0,0,1,0
"Spawn",1997,"18+",8.1,NA,0,0,1,0
"Brideshead Revisited",1981,NA,8.5,NA,0,0,1,0
"Hunted",2012,"18+",6.6,0.76,0,0,1,0
"Vanity Fair",2018,NA,7.3,0.88,0,0,1,0
"Informer",2018,NA,7.9,0.79,0,0,1,0
"Good Girls Revolt",2015,"7+",8.2,0.73,0,0,1,0
"The Saint",1962,"7+",7.5,NA,0,0,1,0
"Klondike",2014,"16+",7.4,0.8,0,0,1,0
"Mad Dogs",2015,"18+",7.5,0.66,0,0,1,0
"Detectorists",2014,NA,8.6,NA,0,0,1,0
"Arthur",1996,"7+",7.3,NA,0,0,1,0
"American Experience",1988,"7+",8.5,NA,0,0,1,0
"The Cosby Show",1984,"all",7.3,NA,0,0,1,0
"Parade's End",2012,"18+",7.6,NA,0,0,1,0
"Cold Feet",1998,"7+",8.2,0.82,0,0,1,0
"Romanzo Criminale",2008,"16+",8.6,NA,0,0,1,0
"Tell Me You Love Me",2007,"18+",7.3,0.62,0,0,1,0
"Hello Ladies",2013,"18+",7.4,0.52,0,0,1,0
"This Is England '86",2010,"18+",8.3,NA,0,0,1,0
"Alpha House",2013,"16+",7.5,0.79,0,0,1,0
"Family Tree",2013,"18+",7.4,0.81,0,0,1,0
"Chacha Vidhayak Hain Humare",2018,NA,8,NA,0,0,1,0
"The Kettering Incident",2016,"18+",6.9,0.67,0,0,1,0
"Laakhon Mein Ek",2017,NA,8.3,NA,0,0,1,0
"The ABC Murders",2018,"16+",6.6,0.72,0,0,1,0
"Jean-Claude Van Johnson",2016,"18+",7.7,0.64,0,0,1,0
"Just Add Magic",2015,"7+",8.2,NA,0,0,1,0
"Isabel",2012,"7+",8.3,NA,0,0,1,0
"Lewis",2007,"16+",8,NA,0,0,1,0
"In Plain Sight",2008,"16+",7.3,NA,0,0,1,0
"All or Nothing: Manchester City",2018,NA,8.3,NA,0,0,1,0
"Dororo",2019,"18+",8.4,NA,0,0,1,0
"Little Women",2017,"7+",7.2,0.82,0,0,1,0
"Mission: Impossible",1966,"7+",7.6,NA,0,0,1,0
"Lucky Louie",2006,"18+",7.9,0.45,0,0,1,0
"Fresh Meat",2011,"18+",7.9,NA,0,0,1,0
"Our Girl",2014,"16+",7.8,NA,0,0,1,0
"Princess Hours",2006,"7+",7.7,NA,0,0,1,0
"Malgudi Days",1987,"all",9.5,NA,0,0,1,0
"Indian Summers",2015,"18+",7.2,0.83,0,0,1,0
"Comrade Detective",2017,"18+",7.3,0.83,0,0,1,0
"Secret Diary of a Call Girl",2007,"18+",7.4,NA,0,0,1,0
"Mister Rogers' Neighborhood",1968,"all",8.6,NA,0,0,1,0
"4 Blocks",2017,NA,8.2,NA,0,0,1,0
"Shaun the Sheep",2007,"all",8.2,NA,0,0,1,0
"Going Postal",2010,NA,7.8,NA,0,0,1,0
"Dance Academy",2010,"16+",8.1,NA,0,0,1,0
"The Booth at the End",2010,"16+",8.3,NA,0,0,1,0
"Doctor Thorne",2016,"7+",7.2,0.87,0,0,1,0
"Hand of God",2014,"18+",7.5,0.3,0,0,1,0
"A Gifted Man",2011,"7+",7,0.66,0,0,1,0
"Tropical Heat",1991,NA,7.9,0.94,0,0,1,0
"Mercy Street",2016,"7+",7.4,0.73,0,0,1,0
"The Men Who Built America",2012,"7+",8.6,NA,0,0,1,0
"Garfunkel and Oates",2014,"18+",7.5,1,0,0,1,0
"Breaking In",2011,"16+",7.1,0.56,0,0,1,0
"The Last Tycoon",2016,"18+",7.7,0.46,0,0,1,0
"Infinity Train",2019,"7+",8.4,NA,0,0,1,0
"The Living and the Dead",2016,NA,7.5,0.78,0,0,1,0
"Underbelly",2008,"18+",8.1,NA,0,0,1,0
"Made in Heaven",2019,"18+",8.3,NA,0,0,1,0
"The Royals",2015,"16+",7.5,NA,0,0,1,0
"Dr. Quinn, Medicine Woman",1993,"7+",6.7,NA,0,0,1,0
"Hunting Hitler",2015,"7+",7.5,NA,0,0,1,0
"The A Word",2016,NA,7.7,0.83,0,0,1,0
"Grounded for Life",2001,"16+",7.4,NA,0,0,1,0
"The Widow",2019,"18+",6.9,0.59,0,0,1,0
"American Gothic",2016,"16+",6.7,0.58,0,0,1,0
"The Pale Horse",2020,"all",6.1,0.79,0,0,1,0
"Banana Fish",2018,NA,7.9,NA,0,0,1,0
"Cops",1989,"18+",7,NA,0,0,1,0
"Lore",2017,"16+",6.7,0.65,0,0,1,0
"She Was Pretty",2015,NA,7.7,NA,0,0,1,0
"The Romanoffs",2018,"7+",7,0.5,0,0,1,0
"Elizabeth I",2005,"18+",7.9,NA,0,0,1,0
"Angry Boys",2011,"18+",7.7,0.54,0,0,1,0
"Cadfael",1994,NA,8.1,NA,0,0,1,0
"Beware the Batman",2013,"7+",7.3,0.82,0,0,1,0
"Sea Patrol",2007,"7+",7.4,NA,0,0,1,0
"Totally Spies!",2001,"7+",7,NA,0,0,1,0
"Blood Ties",2007,"16+",7.2,NA,0,0,1,0
"Ghost Hunters",2004,"7+",6.2,NA,0,0,1,0
"Betas",2013,"18+",7,0.85,0,0,1,0
"Blood & Treasure",2019,"16+",6.6,NA,0,0,1,0
"When the Levees Broke: A Requiem in Four Acts",2006,"18+",8.5,0.97,0,0,1,0
"ReBoot",1994,"7+",7.8,NA,0,0,1,0
"James May: Our Man In Japan",2020,NA,8.4,NA,0,0,1,0
"All or Nothing",2016,"18+",8.6,NA,0,0,1,0
"Picnic at Hanging Rock",2018,"16+",6.1,0.79,0,0,1,0
"The Bay",2010,NA,9.2,NA,0,0,1,0
"I Love Dick",2016,"18+",6.2,0.87,0,0,1,0
"Neverland",2013,"7+",6.4,0.57,0,0,1,0
"Time Team",1994,"all",8.5,NA,0,0,1,0
"Making the Cut",2020,"16+",6.6,0.63,0,0,1,0
"The Last Post",2017,"18+",7.2,0.64,0,0,1,0
"6teen",2004,"7+",7.2,NA,0,0,1,0
"Macross",1982,"7+",8.6,NA,0,0,1,0
"Wildfire",2005,"16+",7.5,NA,0,0,1,0
"The Street",2006,"18+",8.3,NA,0,0,1,0
"Reading Rainbow",1983,"all",8.3,NA,0,0,1,0
"Green Acres",1965,"all",7.2,NA,0,0,1,0
"Thomas & Friends",1984,"all",6.6,NA,0,0,1,0
"Between Two Ferns with Zach Galifianakis",2008,"16+",8.4,NA,0,0,1,0
"Mr. Bean: The Animated Series",2002,"all",6.8,NA,0,0,1,0
"Outrageous Fortune",2005,"18+",8.3,NA,0,0,1,0
"R. L. Stine's The Haunting Hour",2010,"7+",8,NA,0,0,1,0
"Frontline",1983,"18+",8.5,NA,0,0,1,0
"Dr. G: Medical Examiner",2004,"16+",8.3,NA,0,0,1,0
"The Darling Buds of May",1991,"7+",7.8,NA,0,0,1,0
"Appropriate Adult",2011,"18+",7.5,NA,0,0,1,0
"The Backyardigans",2004,"7+",6.9,NA,0,0,1,0
"Earth: Final Conflict",1997,"7+",6.2,NA,0,0,1,0
"Moon Embracing the Sun",2012,"7+",8,NA,0,0,1,0
"Wilfred",2007,"18+",7.9,NA,0,0,1,0
"Kung Fu Panda: The Paws of Destiny",2018,"7+",7.6,NA,0,0,1,0
"The Feed",2019,NA,6.2,0.57,0,0,1,0
"ReGenesis",2004,"18+",7.9,NA,0,0,1,0
"Bubble Guppies",2011,"all",6.5,NA,0,0,1,0
"Ted Bundy: Falling for a Killer",2020,"18+",7.9,NA,0,0,1,0
"Oliver Twist",2007,"7+",7.4,NA,0,0,1,0
"Thunderbirds",1965,"7+",7.8,NA,0,0,1,0
"The Tribe",2001,"7+",7.7,NA,0,0,1,0
"Cybill",1995,"7+",6.8,NA,0,0,1,0
"Young Dracula",2006,NA,7.7,NA,0,0,1,0
"The Young Riders",1989,"7+",7.8,NA,0,0,1,0
"Falling Water",2016,"16+",6.5,0.26,0,0,1,0
"Wild Kratts",2011,"all",7.7,NA,0,0,1,0
"Hell Girl",2005,"18+",7.5,NA,0,0,1,0
"A Touch of Cloth",2012,"16+",8,NA,0,0,1,0
"John from Cincinnati",2007,NA,7.1,0.5,0,0,1,0
"Inazuma Eleven",2008,"7+",7.9,NA,0,0,1,0
"Cagney & Lacey",1982,"7+",6.7,NA,0,0,1,0
"The Slave Hunters",2010,NA,8.8,NA,0,0,1,0
"Code Lyoko",2003,"7+",7.3,NA,0,0,1,0
"One Mississippi",2016,"18+",7.3,NA,0,0,1,0
"Nature",1982,"all",8.9,NA,0,0,1,0
"Middlemarch",1994,NA,7.4,NA,0,0,1,0
"The National Parks: America's Best Idea",2009,"16+",8.6,NA,0,0,1,0
"Apparitions",2008,"18+",8,NA,0,0,1,0
"The Bold and the Beautiful",1987,"16+",3.4,NA,0,0,1,0
"Luck",2012,"18+",7.5,NA,0,0,1,0
"To the Ends of the Earth",2005,NA,7.2,NA,0,0,1,0
"Gortimer Gibbon's Life on Normal Street",2014,"all",8.2,NA,0,0,1,0
"I Shouldn't Be Alive",2005,"7+",8,NA,0,0,1,0
"The Dust Bowl",2012,"7+",8.2,NA,0,0,1,0
"Island at War",2004,NA,7.6,NA,0,0,1,0
"Drifters",2013,"18+",7.7,NA,0,0,1,0
"I Love Money",2008,NA,6.1,NA,0,0,1,0
"Teen Mom OG",2009,"7+",3.6,NA,0,0,1,0
"Red Rock",2015,"7+",7.6,NA,0,0,1,0
"Touching Evil",1997,NA,7.8,NA,0,0,1,0
"Beyond Belief: Fact or Fiction",1998,"7+",8,NA,0,0,1,0
"Titanic: Blood and Steel",2012,"16+",7.3,NA,0,0,1,0
"Empire Falls",2005,"16+",7.3,NA,0,0,1,0
"Secrets & Lies",2014,"18+",7.5,NA,0,0,1,0
"Z: The Beginning of Everything",2017,"16+",7.2,NA,0,0,1,0
"The Way We Live Now",2001,NA,7.6,NA,0,0,1,0
"The Cyanide & Happiness Show",2014,"16+",8,NA,0,0,1,0
"Charles II: The Power and The Passion",2003,"16+",7.5,NA,0,0,1,0
"Durham County",2007,"18+",7.4,NA,0,0,1,0
"Rowan & Martin's Laugh-In",1968,"7+",8,NA,0,0,1,0
"Emmerdale",1972,"7+",4.8,NA,0,0,1,0
"Mankind: The Story of All of Us",2012,"7+",7.7,NA,0,0,1,0
"Wild at Heart",2006,"7+",7.4,NA,0,0,1,0
"Féminin/Féminin",2014,"16+",8.4,NA,0,0,1,0
"Land of the Lustrous",2017,"16+",7.9,NA,0,0,1,0
"That Girl",1966,"7+",7.1,NA,0,0,1,0
"Kavanagh QC",1995,"18+",7.5,NA,0,0,1,0
"Zoboomafoo",1999,"7+",7.5,NA,0,0,1,0
"Legend of Earthsea",2004,NA,5.8,NA,0,0,1,0
"Our Mutual Friend",1998,NA,8.1,NA,0,0,1,0
"Empresses In The Palace",2012,"7+",8.4,NA,0,0,1,0
"The Bible",2013,"16+",7.5,0.14,0,0,1,0
"Thriller",1960,NA,8.2,NA,0,0,1,0
"Little Britain USA",2008,"18+",7.6,0.64,0,0,1,0
"Celebrity Ghost Stories",2009,"7+",7.1,NA,0,0,1,0
"Touched by an Angel",1994,"7+",6,NA,0,0,1,0
"RahXephon",2002,"16+",7.3,NA,0,0,1,0
"Olympus",2015,"16+",6.2,NA,0,0,1,0
"Home and Away",1988,"7+",5,NA,0,0,1,0
"Blue Water High",2005,"all",7,NA,0,0,1,0
"The Collection",2016,"7+",7.1,NA,0,0,1,0
"Grand Blue",2018,"18+",7.7,NA,0,0,1,0
"Dilbert",1999,"7+",7.3,NA,0,0,1,0
"GRAND PRIX Driver",2018,"7+",7.7,NA,0,0,1,0
"Blue Murder",2003,NA,7.2,NA,0,0,1,0
"Texas Rising",2015,"16+",6.7,0.19,0,0,1,0
"American Playboy: The Hugh Hefner Story",2017,"18+",7.5,NA,0,0,1,0
"The Devil's Whore",2008,NA,7.1,NA,0,0,1,0
"The Twelve Kingdoms",2002,"16+",8.1,NA,0,0,1,0
"Fearless",2017,"18+",7.6,NA,0,0,1,0
"Titanic",2012,"16+",6,0.38,0,0,1,0
"Ultimate Force",2002,"18+",7.7,NA,0,0,1,0
"Grace Under Fire",1993,"7+",6.3,NA,0,0,1,0
"Gordon Ramsay's Ultimate Cookery Course",2012,NA,8.4,NA,0,0,1,0
"Daniel Tiger's Neighborhood",2012,"all",7.4,NA,0,0,1,0
"Ax Men",2008,"7+",5.5,NA,0,0,1,0
"Cyberchase",2002,"all",6.8,NA,0,0,1,0
"Clifford the Big Red Dog",2000,"all",6.6,NA,0,0,1,0
"Meerkat Manor",2005,NA,8.2,NA,0,0,1,0
"The Scholar Who Walks the Night",2015,NA,7.3,NA,0,0,1,0
"Dora the Explorer",2000,"all",4,NA,0,0,1,0
"Years of Living Dangerously",2014,"7+",8.5,NA,0,0,1,0
"Bramwell",1995,"all",8,NA,0,0,1,0
"Srugim",2008,"16+",8.4,NA,0,0,1,0
"The Incredible Journey of Mary Bryant",2005,"18+",7.4,NA,0,0,1,0
"Bakugan Battle Brawlers",2007,"all",5.4,NA,0,0,1,0
"The Island with Bear Grylls",2014,NA,7.4,NA,0,0,1,0
"Westside",2015,NA,8,NA,0,0,1,0
"The Ruth Rendell Mysteries",1987,"16+",6.8,NA,0,0,1,0
"Tenjho Tenge",2004,"18+",7,NA,0,0,1,0
"Popular Mechanics for Kids",1997,"all",8.4,NA,0,0,1,0
"Pingu",1986,"all",7.4,NA,0,0,1,0
"Globe Trekker",2005,"all",8.6,NA,0,0,1,0
"Wotakoi: Love is Hard for Otaku",2018,"16+",7.6,NA,0,0,1,0
"Nu, pogodi!",1969,NA,8.6,NA,0,0,1,0
"Karakuri Circus",2018,NA,7.1,NA,0,0,1,0
"Miami Ink",2005,"16+",6.5,NA,0,0,1,0
"Aristocrats",1999,"7+",7.3,NA,0,0,1,0
"The King 2 Hearts",2012,"7+",7.8,NA,0,0,1,0
"Secrets of the Dead",2000,"7+",7.8,NA,0,0,1,0
"One Step Beyond",1959,"all",7.8,NA,0,0,1,0
"Gordon's Great Escape",2010,NA,7.8,NA,0,0,1,0
"King of the Road",2016,"16+",8.8,NA,0,0,1,0
"Cosby",1996,"7+",6.4,NA,0,0,1,0
"Wahlburgers",2014,"16+",6.8,NA,0,0,1,0
"The Busy World of Richard Scarry",1994,"all",7.4,NA,0,0,1,0
"The Magnificent Seven",1998,NA,7.6,NA,0,0,1,0
"All or Nothing: Brazil National Team",2020,"16+",7.4,NA,0,0,1,0
"All or Nothing: New Zealand All Blacks",2018,"16+",8.3,NA,0,0,1,0
"7 Deadly Sins",2014,"18+",7.1,NA,0,0,1,0
"Captain N and the New Super Mario World",1991,"all",6.6,NA,0,0,1,0
"The Big Comfy Couch",1993,"all",7.1,NA,0,0,1,0
"Accidentally on Purpose",2009,"7+",6.3,0.33,0,0,1,0
"On Death Row",2012,"7+",8,NA,0,0,1,0
"The Brain with Dr. David Eagleman",2015,"7+",8.7,NA,0,0,1,0
"Mike Hammer",1984,"7+",6.9,NA,0,0,1,0
"The Border",2008,"7+",6.9,NA,0,0,1,0
